Posting ID	Sponsor	Study Title	Medicine or Vaccine (generic name)	Sponsor Identification Number	Medical Condition	Phase	Link to Sponsor Study Registry	Link to study details on ClinicalTrials.gov (if available)	Link to study details on EudraCT (if available)	Analysis-ready dataset	Annotated case report form	Clinical study report	Dataset specifications	Protocol with any amendments	Raw dataset	Reporting and analysis plan	Additional Information about the data and documents available for this study	Date Added to this Site	CUI_umls	preferred_umls_name	semantic_type	high_confidence
5093	GSK	An randomised, double-blind, placebo-controlled, parallel group study to assess the efficacy and safety of dutasteride 0.5mg once daily for 6 months in the treatment of male subjects with androgenetic alopecia (Norwood-Hamilton classification type IIIv, IV and V)	dutasteride	106377	Alopecia	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=106377	http://clinicaltrials.gov/show/NCT00441116		Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided.	1-Feb-2018	C0754659	dutasteride	Organic Chemical|Pharmacologic Substance	True
5094	GSK	A Prospective Study of Sexual Function in Men Taking Dutasteride for the Treatment of Androgenetic Alopecia	dutasteride	200209	Alopecia	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=200209	http://clinicaltrials.gov/show/NCT02014584		Y	Y	Y	Y	Y	Y	Y		1-Feb-2018	C0754659	dutasteride	Organic Chemical|Pharmacologic Substance	True
5095	GSK	A randomized, double-blind, placebo-controlled, six-month parallel-group study to assess efficacy and safety of dutasteride 0.5mg once daily in Chinese patients with Benign Prostatic Hyperplasia (BPH), followed by a 12-month open-label treatment phase	dutasteride	ARI108898	Prostatic Hyperplasia	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=ARI108898	http://clinicaltrials.gov/show/NCT00527605		Y	N	N	Y	N	N	N	A raw dataset is not available for this study. An annotated and a blank case report form are not available for this study. A reporting and analysis plan is not available for this study. A Protocol is not available for this study because an English language version was not created. A clinical study report is not available for this study because there is no evidence in the archives that a document was authored.	1-Feb-2018	C0754659	dutasteride	Organic Chemical|Pharmacologic Substance	True
5096	GSK	A Randomised, Double-Blind, Placebo-Controlled Trial Assessing the Efficacy and Safety of Dutasteride (AVODART™) 0.5 mg in Extending the Time to PSA Doubling in Men with Prostate Cancer and Biochemical Failure (PSA increase) after Radical Therapy with Curative Intent	dutasteride	ARI109924	Neoplasms, Prostate	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=ARI109924	http://clinicaltrials.gov/show/NCT00558363	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2007-001703-38	Y	Y	Y	Y	Y	Y	Y		1-Feb-2018	C0754659	dutasteride	Organic Chemical|Pharmacologic Substance	True
5097	GSK	A Phase II, 28-Day, Randomized, Parallel-Group, Open-Label Study Evaluating the Efficacy and Safety of Twice Daily Oral Doses of Testosterone (150-400mg) Co-administered with 0.25mg Dutasteride Compared with 400mg Testosterone Alone and 0.25mg Dutasteride Alone in the Treatment of Hypogonadism	dutasteride	TDC106220	Hypogonadism, Male	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=TDC106220	http://clinicaltrials.gov/show/NCT00398580		Y	Y	Y	Y	Y	Y	Y		1-Feb-2018	C0754659	dutasteride	Organic Chemical|Pharmacologic Substance	True
5098	GSK	A randomized, double-blind, parallel group study to compare the efficacy and safety of combination treatment with dutasteride (0.5mg) and tamsulosin (0.2mg) with tamsulosin (0.2mg) monotherapy, administered once daily for 2 years, on the improvement of symptoms and health outcomes in men with moderate to severe benign prostatic hyperplasia	dutasteride/tamsulosin	ARI114265	Prostatic Hyperplasia	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=114265	http://clinicaltrials.gov/show/NCT02058368		Y	Y	Y	Y	Y	Y	Y		1-Feb-2018	C0754659;C0257343	dutasteride;tamsulosin	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
5099	GSK	A pivotal, open-label trial assessing the safety and efficacy of the 0.5 mg dutasteride and 0.4 mg tamsulosin combination once daily for six months in patients with benign prostatic hyperplasia	dutasteride/tamsulosin	FDC114785	Prostatic Hyperplasia	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=114785	http://clinicaltrials.gov/show/NCT01673490		Y	Y	Y	Y	Y	Y	Y		1-Feb-2018	C0754659;C0257343	dutasteride;tamsulosin	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
5100	GSK	A prospective study of sexual function in sexually active men treated for BPH	dutasteride/tamsulosin	FDC116115	Prostatic Hyperplasia	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=116115	http://clinicaltrials.gov/show/NCT01777269	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2012-002047-26	Y	Y	Y	Y	Y	Y	Y		1-Feb-2018	C0754659;C0257343	dutasteride;tamsulosin	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
5101	GSK	Comparative efficacy of Dutasteride plus tamsulosin with lifestyle advice versus watchful waiting plus lifestyle advice with step-up therapy to tamsulosin in the management of treatment naïve men with moderately symptomatic benign prostatic hyperplasia and prostate enlargement.	dutasteride/tamsulosin	FDC114615	Prostatic Hyperplasia	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=114615	http://clinicaltrials.gov/show/NCT01294592	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2010-022111-19	Y	Y	Y	Y	Y	Y	Y		1-Feb-2018	C0754659;C0257343	dutasteride;tamsulosin	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
5103	GSK	An open-label, randomised, cross-over, single dose study in healthy volunteers to evaluate the Unit Dose Dry Powder Inhaler (UD-DPI) with four different formulations for the delivery of fluticasone fuorate and to compare the pharmacokinetic profile with the fluticasone fuorate ELLIPTA presentation	fluticasone furoate	200939	Asthma	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=200939	http://clinicaltrials.gov/show/NCT02218723		Y	Y	Y	Y	Y	Y	Y		1-Feb-2018	C1948374	fluticasone furoate	Organic Chemical|Pharmacologic Substance	True
5104	GSK	200699: A Clinical Study to Evaluate Four Doses of Umeclidinium Bromide in Combination with Fluticasone Furoate in COPD Subjects with an Asthmatic Component	fluticasone furoate/umeclidinium bromide	200699	Pulmonary Disease, Chronic Obstructive	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=200699	http://clinicaltrials.gov/show/NCT02164539	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2014-000883-16	Y	Y	Y	Y	Y	Y	Y	This study is available in CDISC format	1-Feb-2018	C1948374;C3709474	fluticasone furoate;umeclidinium bromide	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
5107	GSK	Study of GSK2302025A Antigen-Specific Cancer Immunotherapeutic in patients with metastatic melanoma	GSK2302025A	113173	Melanoma	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=113173	http://clinicaltrials.gov/show/NCT01149343	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-016636-13	Y	Y	Y	Y	Y	Y	Y		1-Feb-2018	C2985195	Recombinant PRAME Protein Plus AS15 Adjuvant GSK2302025A	Pharmacologic Substance	True
5108	GSK	A Single Dose First in Human Study of GSK2398852 Co-Administered with GSK2315698 in Patients with Systemic Amyloidosis	GSK2315698/GSK2398852	SAP115570	Amyloidosis	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=115570	http://clinicaltrials.gov/show/NCT01777243	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2012-003345-15	Y	Y	Y	Y	Y	Y	Y	The informed consent for this study allows for further research into the medicine studied but not the disease.	1-Feb-2018	C4727783;C4727784	GSK2315698;GSK-2398852	Organic Chemical|Pharmacologic Substance;Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor	True;True
5110	GSK	A Randomized Double Blinded (Sponsor Unblind), Placebo-Controlled Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of the Selective Androgen Receptor Modulator (SARM) in Single and Repeat Doses in Healthy Male Subjects	GSK2881078	200181	Cachexia	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=200181	http://clinicaltrials.gov/show/NCT02045940		Y	Y	Y	Y	Y	Y	Y		1-Feb-2018	C4705766	GSK2881078	Organic Chemical|Pharmacologic Substance	True
5122	GSK	A Multi-Centre, Randomised, Double-Blind, Placebo-Controlled, Parallel-Group Study to Investigate the Effect of 12 Months Treatment With Salmeterol (50mcg bd), Delivered via the DISKUS* Inhaler, on the Incidence of Moderate and Severe Exacerbations in Subjects With Chronic Obstructive Pulmonary Disease (COPD) When Added to Their Usual Treatment Regimen	salmeterol	SMS40026	Pulmonary Disease, Chronic Obstructive	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=SMS40026			N	N	Y	Y	Y	Y	N	A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies. An analysis-ready dataset is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A reporting and analysis plan is not available for this study.	1-Feb-2018	C0073992	salmeterol	Organic Chemical|Pharmacologic Substance	True
14488	GSK	A Phase 3, Multi-Center, Randomized, Double-Blind, Placebo-Controlled, 52-Week Study to Evaluate the Efficacy and Safety of Belimumab (HGS1006) Administered Subcutaneously (SC) to Subjects with Systemic Lupus Erythematosus (SLE)	belimumab	HGS1006-C1115	Systemic Lupus Erythematosus	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=112341	http://clinicaltrials.gov/show/NCT01484496		Y	Y	Y	Y	Y	Y	Y	A follow-on study BEL114333 was conducted.	1-Jun-2017	C1723401	belimumab	Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor	True
14491	GSK	A multicentre, randomised, double-blind, parallel group study to compare the efficacy and safety of Salmeterol/Fluticasone propionate combination product (Seretide®) 50/100 mcg with Fluticasone propionate (Flixotide® ) 200 mcg, both delivered twice daily via the DISKUS inhaler, in the treatment of children aged 6-12 years with symptomatic asthma	fluticasone propionate/salmeterol	SAM101667	Asthma	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=SAM101667	http://clinicaltrials.gov/show/NCT00197106	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2004-002456-33	N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. Only limited raw data are available for this study.	1-Mar-2018	C0117996;C0073992	fluticasone propionate;salmeterol	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
14492	GSK	A Phase 1, Randomized, Double-Blind (sponsor open), Placebo-Controlled, Single Dose Escalation Trial to Evaluate the Safety, Tolerability Pharmacokinetics and Pharmacodynamics of GSK3050002 (anti-CCL20 monoclonal antibody) in Healthy Male Volunteers	GSK3050002	200784	Colitis, Ulcerative	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=200784	http://clinicaltrials.gov/show/NCT01984047	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-004050-19	Y	Y	Y	Y	Y	Y	Y		1-Mar-2018	C4705543	GSK3050002	Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor	True
14493	GSK	Study IVF116828:A Multi-Cohort Phase I Study to Investigate the Pharmacokinetics, Pharmacodynamics and Tissue Concentrations of Epelsiban (GSK557296) in Healthy Female Volunteers During Control and Challenge States With and Without Oxytocin	epelsiban	IVF116828	Embryo Transfer	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=116828	http://clinicaltrials.gov/show/NCT02213029		Y	Y	Y	Y	Y	Y	Y		1-Mar-2018	C3274566	epelsiban	Pharmacologic Substance	True
14494	GSK	A Phase I/IIa, First Time in Human, open-label dose-escalation study of GSK2636771 in subjects with advanced solid tumors with PTEN deficiency	GSK2636771	P3B115717	Cancer	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=115717	http://clinicaltrials.gov/show/NCT01458067	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2011-003778-94	Y	Y	Y	Y	Y	Y	Y		1-Mar-2018	C3827123	GSK2636771	Organic Chemical|Pharmacologic Substance	True
14495	GSK	201496: A Study to Evaluate the Efficacy and Safety of 15mg BID Losmapimod (GW856553) Compared to Placebo in Frequently Exacerbating Subjects with Chronic Obstructive Pulmonary Disease (COPD)	losmapimod	201496	Pulmonary Disease, Chronic Obstructive	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=201496	http://clinicaltrials.gov/show/NCT02299375	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2014-002992-27	Y	Y	Y	Y	Y	Y	Y		1-Mar-2018	C3272847	Losmapimod	Pharmacologic Substance	True
14496	GSK	A Phase I Study to Investigate the Hemolytic Potential of Tafenoquine in Healthy Subjects with Glucose-6-phosphate Dehydrogenase Deficiency and the Safety and Tolerability of Tafenoquine in Acute Plasmodium vivax Malaria Patients with Glucose-6-phosphate Dehydrogenase Deficiency	tafenoquine	TAF110027	Malaria	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=110027	http://clinicaltrials.gov/show/NCT01205178		Y	Y	Y	Y	Y	Y	Y	A follow-on study TAF115016 was conducted. The raw data are included within the analysis-ready data for this study and are not provided separately.	1-Mar-2018	C0903411	tafenoquine	Organic Chemical|Pharmacologic Substance	True
14497	GSK	A Randomised, Double-Blind, Placebo-Controlled, Parallel Group Study to Measure the Efficacy and Safety of Nicotine Lozenges (2 mg and 4 mg) in Smoking Cessation	Nicotine Polacrilex Lozenge 2 mg and 4 mg	209357	Smoking Cessation	Phase 3				Y	Y	Y	Y	Y	Y	Y	There is no GSK Study Register entry for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Mar-2018	C0068722	nicotine polacrilex	manual_curation	True
14526	GSK	Immunogenicity and safety of GSK Biologicals’ dTpa-IPV vaccine (Boostrix Polio) as a booster dose in 3 and 4-year-old children	Combined Reduced Antigen Content Diphtheria, Tetanus, Acellular Pertussis, Inactivated Polio Vaccine	111763	acellular pertussis; Diphtheria; Poliomyelitis; Tetanus	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=111763	http://clinicaltrials.gov/show/NCT01245049	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-012202-39	Y	Y	Y	Y	Y	Y	Y		1-Apr-2018	C5233092;C0305062;C0982332;C0718003	Reduced cysteine content;tetanus toxoid vaccine, inactivated;acellular pertussis vaccine, inactivated;Poliovirus Vaccine, Inactivated	Finding;Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor;Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor;Pharmacologic Substance|Immunologic Factor	False;True;True;True
14530	GSK	A Two-part Study to Evaluate the Pharmacokinetics, Safety, and Tolerability of a High, Single Oral Dose of GSK1278863 (Part A), and a Randomized, Single-blind, Placebo- and Positive-controlled, Four-way Crossover Study to Assess the Effect of Single, Oral Dose of GSK1278863 on Cardiac Repolarization (Part B) in Healthy Volunteers	daprodustat	PHI113635	Anaemia	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=113635	http://clinicaltrials.gov/show/NCT02293148		Y	Y	Y	Y	Y	Y	Y	This study is available in CDISC format	1-Apr-2018	C4519188	daprodustat	Organic Chemical|Pharmacologic Substance	True
14531	GSK	A Phase I, Subject and Investigator Blind Randomized, Study to Investigate the Pharmacokinetics, Safety and Tolerability of Retosiban in Healthy Japanese Women	retosiban	OTA117168	Obstetric Labour, Premature	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=117168	http://clinicaltrials.gov/show/NCT02377414		Y	Y	Y	Y	Y	Y	Y		1-Apr-2018	C2699069	Retosiban	Organic Chemical|Pharmacologic Substance	True
14532	GSK	A Phase 4, Multi-Center, Randomized, Open-Label Study to Evaluate the Effect of BENLYSTA™ (belimumab; HGS1006) on Vaccine Responses in Subjects with Systemic Lupus Erythematosus (SLE)	belimumab	BEL115470	Systemic Lupus Erythematosus	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=115470	http://clinicaltrials.gov/show/NCT01597492		Y	Y	Y	Y	Y	Y	Y	This study is available in CDISC format	1-Apr-2018	C1723401	belimumab	Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor	True
14533	GSK	A Randomized, Single-Blind, Dose Escalation, First Time in Human Study to Assess the Safety, Tolerability, and Pharmacokinetics of Single and Repeat Doses of GSK2878175 in Healthy Adults	GSK2878175	H5B116973	Hepatitis C, Chronic	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=116973	http://clinicaltrials.gov/show/NCT01879462		Y	Y	Y	Y	Y	Y	Y	This study is available in CDISC format	1-Apr-2018	C5565730	GSK2878175	Organic Chemical|Pharmacologic Substance	True
14534	GSK	A Randomized, Single Blind, Dose Escalation, Placebo-Controlled Study to Assess the Safety, Pharmacokinetics, and Antiviral Activity of Repeat Doses of GSK2878175 in Subjects with Chronic Hepatitis C.	GSK2878175	H5B116976	Hepatitis C, Chronic	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=116976	http://clinicaltrials.gov/show/NCT02014571		Y	Y	Y	Y	Y	Y	Y		1-Apr-2018	C5565730	GSK2878175	Organic Chemical|Pharmacologic Substance	True
14535	GSK	Study MEA117106: Mepolizumab vs. placebo as add-on treatment for frequently exacerbating COPD patients	mepolizumab	MEA117106	Pulmonary Disease, Chronic Obstructive	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=117106	http://clinicaltrials.gov/show/NCT02105948	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-004298-28	Y	Y	Y	Y	Y	Y	Y	This study is available in CDISC format	1-Apr-2018	C0969324	mepolizumab	Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor	True
14536	GSK	Study MEA117113: Mepolizumab vs. Placebo as Add-on Treatment for Frequently Exacerbating COPD Patients Characterized by Eosinophil Level	mepolizumab	MEA117113	Pulmonary Disease, Chronic Obstructive	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=117113	http://clinicaltrials.gov/show/NCT02105961	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-004297-98	Y	Y	Y	Y	Y	Y	Y	This study is available in CDISC format	1-Apr-2018	C0969324	mepolizumab	Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor	True
14537	GSK	A 12-month, open label, randomised, effectiveness study to evaluate fluticasone furoate (FF, GW685698)/vilanterol (VI, GW642444) Inhalation Powder delivered once daily via a Novel Dry Powder Inhaler compared with usual maintenance therapy in subjects with Asthma	fluticasone furoate/vilanterol	HZA115150	Asthma	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=115150	http://clinicaltrials.gov/show/NCT01706198	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2011-005553-31	Y	Y	Y	Y	Y	Y	Y	Medical record information for patients who participated in this study will not be provided as this information is held in a third-party database which is not owned by GSK.	1-Apr-2018	C1948374;C2935023	fluticasone furoate;vilanterol	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
14539	GSK	A Randomized, Open-Label, 8-Week Cross-Over Study to Compare Umeclidinium/Vilanterol with Tiotropium/Olodaterol Once-Daily in Subjects with Chronic Obstructive Pulmonary Disease (COPD)	umeclidinium bromide/vilanterol	204990	Pulmonary Disease, Chronic Obstructive	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=204990	http://clinicaltrials.gov/show/NCT02799784	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2016-000585-36	Y	Y	Y	Y	Y	Y	Y		1-Apr-2018	C3709474;C2935023	umeclidinium bromide;vilanterol	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
14540	GSK	A Randomized, Double-Blind, Placebo-Controlled Evaluation of the Effect of the Combination of Umeclidinium and Vilanterol on Exercise Endurance Time in Subjects with COPD	umeclidinium bromide/vilanterol	201317	Pulmonary Disease, Chronic Obstructive	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=201317	http://clinicaltrials.gov/show/NCT02275052		Y	Y	Y	Y	Y	Y	Y		1-Apr-2018	C3709474;C2935023	umeclidinium bromide;vilanterol	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
14542	GSK	A Phase 1/2, Double-Blind, Placebo-Controlled Study of the Pharmacokinetics, Safety and Tolerability of GSK3196165 in Combination with Methotrexate Therapy, in Japanese Subjects with Active Moderate-Severe Rheumatoid Arthritis Despite Treatment with Methotrexate	otilimab	201789	Arthritis, Rheumatoid	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=201789	http://clinicaltrials.gov/show/NCT03028467		Y	N	N	Y	N	Y	Y	A clinical study report and a protocol are not available for this study because English language versions were not created. An annotated case report form is not available for this study. A blank case report form will be provided.	1-Apr-2018	C4731002	Otilimab	Amino Acid, Peptide, or Protein|Pharmacologic Substance|Immunologic Factor	True
14543	GSK	An open-label study to evaluate the preference attributes of the ELLIPTA™ dry powder inhaler (DPI) compared to the HandiHaler™ DPI in subjects with Chronic Obstructive Pulmonary Disease (COPD)	fluticasone furoate/vilanterol	204983	Pulmonary Disease, Chronic Obstructive	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=204983	http://clinicaltrials.gov/show/NCT02786927		Y	Y	Y	Y	Y	Y	Y		1-Apr-2018	C1948374;C2935023	fluticasone furoate;vilanterol	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True
14544	GSK	A Phase 2a Study to Evaluate the Pharmacokinetic, Safety, Tolerability and Clinical Effect of Topically Applied Umeclidinium/GSK573719 in Subjects with Primary Axillary Hyperhidrosis	umeclidinium bromide	202093	Hyperhidrosis	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=202093	http://clinicaltrials.gov/show/NCT02563899		Y	Y	Y	Y	Y	Y	Y	This study is available in CDISC format	1-Apr-2018	C3709474	umeclidinium bromide	Organic Chemical|Pharmacologic Substance	True
14545	GSK	A multicenter, randomized, single blind, active controlled, parallel group study to determine efficacy and safety of nebulized fluticasone propionate 1mg BID compared with nebulized budesonide 2mg BID administered for 12 weeks in Chinese adult and adolescent patients with severe persistent asthma	fluticasone	LOC114219	Asthma	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=114219	http://clinicaltrials.gov/show/NCT01687283		Y	Y	Y	Y	Y	Y	Y		1-Apr-2018	C0082607	fluticasone	Organic Chemical|Pharmacologic Substance	True
14546	GSK	An open-label, fixed sequence study to evaluate pharmacokinetics, safety and tolerability of single and repeated dose of extended-release bupropion hydrochloride (bupropion XL) tablets 150 mg and 300 mg once daily in Chinese healthy volunteers	bupropion	LOC114883	Depressive Disorder, Major	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=114883	http://clinicaltrials.gov/show/NCT02698553		Y	Y	Y	Y	Y	Y	Y		1-Apr-2018	C0085208	bupropion	Organic Chemical|Pharmacologic Substance	True
14548	GSK	A phase IIIB, 24-week randomised, double-blind study to compare ‘closed’ triple therapy (FF/UMEC/VI) with 'open' triple therapy (FF/VI + UMEC), in subjects with chronic obstructive pulmonary disease (COPD)	fluticasone furoate/vilanterol/umeclidinium bromide	200812	Pulmonary Disease, Chronic Obstructive	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=200812	http://clinicaltrials.gov/show/NCT02729051	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2015-005212-14	Y	Y	Y	Y	Y	Y	Y	This study is available in CDISC format	1-Apr-2018	C1948374;C2935023;C3709474	fluticasone furoate;vilanterol;umeclidinium bromide	Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance;Organic Chemical|Pharmacologic Substance	True;True;True
14549	GSK	An Open Label Positron Emission Tomography (PET) Imaging Study Using 89Zirconium to Investigate the Biodistribution of Anti-HER3 monoclonal Antibody (mAb) GSK2849330 and Characterize its Dose-receptor Occupancy Relationship in Subjects with Advanced HER3-Positive Solid Tumors	GSK2849330	200980	Cancer	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=200980	http://clinicaltrials.gov/show/NCT02345174		Y	Y	Y	Y	Y	Y	Y		1-Apr-2018	C3827121	GSK2849330	Amino Acid, Peptide, or Protein|Immunologic Factor	True
14550	GSK	A Phase 1 double-blind, randomised, placebo-controlled, dose escalating study to assess the safety and tolerability of single and multiple oral doses of CHR-5154 and the effect of the fasted and fed state on pharmacokinetics of CHR-5154 and CHR-5426 in healthy male volunteers	GSK3117391	201302	Arthritis, Rheumatoid	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=201302	http://clinicaltrials.gov/show/NCT01934101	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-002197-49	Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided.	1-Apr-2018	C5139715	GSK-3117391	Organic Chemical|Pharmacologic Substance	True
14551	GSK	A Phase 1, Open Label, Ascending Cohort, Dose Escalation Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of Epelsiban and its Metabolite in Healthy Female Volunteers Following Administration of Epelsiban	epelsiban	201691	Embryo Transfer	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=201691	http://clinicaltrials.gov/show/NCT02257359		Y	Y	Y	Y	Y	Y	Y	This study is available in CDISC format	1-Apr-2018	C3274566	epelsiban	Pharmacologic Substance	True
14552	GSK	A Randomized, Placebo-controlled, Double-Blind (Sponsor Unblind), Repeat Dose, Ascending Cohort, Dose Escalation Phase I Study to Evaluate the Pharmacokinetics, Safety, and Tolerability of Epelsiban and its Major Metabolite in Healthy Women Volunteers Following Administration of Repeat Dosing of Epelsiban	epelsiban	201752	Embryo Transfer	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=201752	http://clinicaltrials.gov/show/NCT02703181		Y	Y	Y	Y	Y	Y	Y	This study is available in CDISC format	1-Apr-2018	C3274566	epelsiban	Pharmacologic Substance	True
14554	GSK	A Microdose Study to Describe the Intravenous Pharmacokinetics of GSK3191607 in Healthy Male Subjects Following Administration of [14C]-GSK3191607	GSK3191607	204853	Malaria, Falciparum	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=204853	http://clinicaltrials.gov/show/NCT02737007	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2015-003655-21	Y	N	Y	Y	Y	Y	Y	This study is available in CDISC format. An annotated case report form is not available for this study. A blank case report form will be provided.	1-Apr-2018	C5882503	GSK3191607	Organic Chemical|Pharmacologic Substance	True
14556	GSK	A randomised, open, placebo-controlled 5-way crossover trial of single doses of intranasal GSK256066 in subjects with seasonal allergic rhinitis (SAR).	GSK256066	IPR109764	Rhinitis, Allergic, Seasonal	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=IPR109764	http://clinicaltrials.gov/show/NCT00464568	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-006710-15	Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided.	1-Apr-2018	C2934026	GSK-256066	Organic Chemical|Pharmacologic Substance	True
14557	GSK	Single-blind, placebo-controlled, randomized study testing single ascending doses of GSK369796 in healthy subjects	GSK369796	ISO105774	Malaria	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=ISO105774	http://clinicaltrials.gov/show/NCT00675064	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-000563-29	Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided.	1-Apr-2018	C3884469	GSK 369796	Organic Chemical|Pharmacologic Substance	True
