Posting ID	Sponsor	Study Title	Medicine or Vaccine (generic name)	Sponsor Identification Number	Medical Condition	Phase	Link to Sponsor Study Registry	Link to study details on ClinicalTrials.gov (if available)	Link to study details on EudraCT (if available)	Analysis-ready dataset	Annotated case report form	Clinical study report	Dataset specifications	Protocol with any amendments	Raw dataset	Reporting and analysis plan	Additional Information about the data and documents available for this study	Date Added to this Site
20079	GSK	A double-blind, multicentre study to compare the effectiveness and tolerance of paroxetine versus fluvoxamine in depressed patients	paroxetine	MY-1005/BRL-029060/1/CPMS-112	Depressive Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=29060/112			N	N	Y	Y	Y	Y	N	An analysis-ready dataset is not available for this study. A reporting and analysis plan is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2019
20080	GSK	A Double-blind Comparative Multicentre Study Comparing Paroxetine b.d. (twice daily) with Fluoxetine b.d. (twice daily) in Depressed Patients	paroxetine	29060/064	Depressive Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=29060/064			N	N	Y	Y	Y	Y	N	An analysis-ready dataset is not available for this study. A reporting and analysis plan is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2019
20081	GSK	A double-blind comparative multicentre study comparing paroxetine b.d. (twice daily) with fluoxetine (Prozac®) b.d. (twice daily) in depressed patients	paroxetine	MY-1010/BRL029060/1/CPMS 079	Depressive Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=29060/079			N	N	Y	Y	Y	Y	N	An analysis-ready dataset is not available for this study. An annotated and a blank case report form are not available for this study. A reporting and analysis plan is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2019
20082	GSK	A Multicentre, Double-blind Randomised Dose Titration Study Comparing the Efficacy and Safety Profiles of an Increasing Dose Regimen of Oral Paroxetine and Oral Amitriptyline in Adult Patients with Major Depression	paroxetine	MY-059.073/29060/1	Depressive Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=29060/073			N	N	Y	Y	N	Y	N	This is a combination of two study groups (29060/059 and 29060/073) which were conducted under the same protocol. An analysis-ready dataset is not available for this study. A reporting and analysis plan and a protocol are not available for this study. An annotated and a blank case report form are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2019
20083	GSK	A Double-Blind, Multicentre Study in Primary Care Comparing Paroxetine and Clomipramine in Patients with Depression with Associated Anxiety	paroxetine	MY-1055/BRL-029060/1/CPMS-245 PAR 245	Depressive Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=29060/245			N	N	Y	Y	Y	Y	N	An analysis-ready dataset is not available for this study. A reporting and analysis plan is not available for this study. An annotated case report form are not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2019
20084	GSK	A Double-Blind, Randomized, Multicentre Comparison of Paroxetine and Fluoxetine in the Treatment of Patients With Major Depression With Regard to Antidepressant Efficacy, Tolerance and Anxiolytic Effect	paroxetine	29060/131	Depressive Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=29060/131			N	N	Y	Y	N	Y	N	An analysis-ready dataset is not available for this study. A reporting and analysis plan and a protocol are not available for this study. An annotated and a blank case report form are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2019
20085	GSK	The Effects of Paroxetine Versus Those of Maprotiline and Placebo on Fundamental Cognitive Functions, Perceptual-Motor Skills and Eye Movements in Depressed Patients	paroxetine	MY-1008/BRL-029060/2/CPMS-076	Depressive Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=29060/076			N	N	Y	Y	Y	Y	N	An analysis-ready dataset is not available for this study. A reporting and analysis plan is not available for this study. An annotated and a blank case report form are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2019
20087	GSK	Six-week, parallel, double-blind, randomized comparison of bupropion and trazodone (150-400mg/day) in outpatients	bupropion	89	Depressive Disorder	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=89			N	N	N	Y	Y	Y	N	An analysis-ready dataset is not available for this study. A reporting and analysis plan is not available for this study. An annotated and a blank case report form are not available for this study. A clinical study report is not available for this study because there is no evidence in the archives that a document was authored. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2019
20088	GSK	A Multicenter Evaluation of the Safety and Efficacy of 150mg/day and 300mg/day of Bupropion HCl Sustained-Release Versus Placebo in Depressed Outpatients	bupropion	WELL 203	Depressive Disorder, Major	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=WELL 203			N	N	Y	Y	Y	Y	N	An analysis-ready dataset is not available for this study. A reporting and analysis plan is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2019
20089	GSK	The Safety and Efficacy of Wellbutrin Sustained Release and Sertraline in Depressed Outpatients	bupropion	Well 209	Depressive Disorder, Major	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=Well 209			N	N	Y	Y	N	Y	N	An analysis-ready dataset is not available for this study. A reporting and analysis plan and a protocol are not available for this study. An annotated and a blank case report form are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2019
20090	GSK	A multicenter evaluation of the safety and efficacy of two flexible doses of WELLBUTRIN sustained-release versus placebo in depressed outpatients	bupropion	WELL 212	Depressive Disorder, Major	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=WELL 212			N	N	Y	Y	Y	Y	N	An analysis-ready dataset is not available for this study. A reporting and analysis plan is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2019
20091	GSK	A Multicenter, Double-Blind, Placebo-Controlled Comparison of the Effects on Sexual Functioning of Wellbutrin (Bupropion HCl) Sustained Release and Sertraline in Outpatients with Moderate to Severe Recurrent Major Depression	bupropion	WELL AK1A4002	Depressive Disorder, Major	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=AK1A4002			N	N	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2019
20092	GSK	A Multicenter, Double-Blind, Placebo-Controlled Comparison of the Effects on Sexual Functioning of Wellbutrin (Bupropion HCI) Sustained Release and Sertraline in Outpatients with Moderate to Severe Recurrent Major Depression	bupropion	WELL AK1A4001	Depressive Disorder	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=AK1A4001			N	N	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2019
20093	GSK	A Multicenter, Double-Blind, Placebo-Controlled Comparison of the Safety and Efficacy and Effects on Sexual Functioning of Wellbutrin (Bupropion HCl) Sustained Release (SR) and Fluoxetine in Outpatients with Moderate to Severe Recurrent Major Depression	bupropion	WELL AK1A4007	Depressive Disorder, Major	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=AK1A4007			N	N	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. An annotated and a blank case report form are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2019
20094	GSK	A multicenter dose-response evaluation of the safety and efficacy of bupropion HCI sustained-release versus placebo in depressed outpatients	bupropion	WELL 205	Depressive Disorder, Major	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=WELL 205			N	N	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. An annotated case report form is not available for this study. A blank case report form will be provided. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2019
20095	GSK	A Multicenter, Double-Blind, Placebo-Controlled Comparison of the Safety and Efficacy and Effects on Sexual Functioning of Wellbutrin (Bupropion HCl) Sustained Release (SR) and Fluoxetine in Outpatients with Moderate to Severe Recurrent Major Depression	bupropion	WELL AK1A4006	Depressive Disorder, Major	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=AK1A4006			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Sep-2019
20099	GSK	Efficacy and safety of alitretinoin in the treatment of severe chronic hand eczema refractory to topical therapy	alitretinoin	ATN117183	Eczema	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=117183	http://clinicaltrials.gov/show/NCT00817063		Y	Y	Y	Y	Y	Y	Y	This study is available in CDISC format.	1-Oct-2019
20100	GSK	Study 205050: A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Study to Investigate the Efficacy and Safety of Mepolizumab Administered Subcutaneously in Subjects with Moderate to Severe Atopic Dermatitis	mepolizumab	205050	Dermatitis, Atopic	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=205050	http://clinicaltrials.gov/show/NCT03055195		Y	Y	Y	Y	Y	Y	Y	This study is available in CDISC format.	1-Oct-2019
20101	GSK	A phase I open-label, dose escalation study to investigate the safety, pharmacokinetics, pharmacodynamics and clinical activity of GSK2816126 in subjects with relapsed/refractory diffuse large B cell lymphoma, transformed follicular lymphoma, other Non-Hodgkin’s lymphomas, solid tumors and multiple myeloma	GSK2816126	EZH117208	Neoplasms	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=117208	http://clinicaltrials.gov/show/NCT02082977	https://www.clinicaltrialsregister.eu/ctr-search/search?query=/2013-001585-42	Y	Y	Y	Y	Y	Y	Y		1-Oct-2019
20102	GSK	A Multi-centre, Randomised, Double-blind, Parallel Active-controlled Study Evaluating the Efficacy, Safety and Tolerability of Bupropion Hydrochloride Extended-release (bupropion XL 300mg once daily), Escitalopram oxalate (escitalopram, 10mg-20mg once daily) in Subjects with Major Depressive Disorder	bupropion	LOC114589	Depressive Disorder, Major	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=114589	http://clinicaltrials.gov/show/NCT02191397		Y	Y	Y	Y	Y	Y	Y	This study is available in CDISC format.	1-Oct-2019
20103	GSK	A Phase 3b, Controlled, Open-Label, Multi-Center Study to Evaluate Safety and Immunogenicity of a Single Dose of GlaxoSmithKline’s Meningococcal ACWY Conjugate Vaccine (Menveo), Administered to Healthy Individuals 15 through 55 years of age, approximately 4-6 years after primary ACWY vaccination	GSK3536820A	205352	Infections, Meningococcal	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=205352	http://clinicaltrials.gov/show/NCT02986854	https://www.clinicaltrialsregister.eu/ctr-search/search?query=/2016-003186-25	Y	Y	Y	Y	Y	Y	Y		1-Oct-2019
20104	GSK	Efficacy of GSK Biologicals’ candidate tuberculosis (TB) vaccine GSK 692342 against TB disease, in adults living in a TB endemic region	SB692342	115616	Tuberculosis	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=115616	http://clinicaltrials.gov/show/NCT01755598		Y	Y	Y	Y	Y	Y	Y	There is a Publicaton Steering Committee for this study.	1-Oct-2019
20114	Novartis	A two-part placebo-controlled study to evaluate the safety, tolerability, and preliminary efficacy of BVS857 in patients with spinal and bulbar muscular atrophy (SBMA)	BVS857	CBVS857X2202	Muscle atrophy	Phase 2	https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=16190	https://www.clinicaltrials.gov/ct2/show/NCT2024932?term=CBVS857X2202&rank=1	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-002608-15	Y	Y	Y	Y	Y	Y	Y		1-Nov-2019
20171	Novartis	A Single Arm, Phase II, Open-Label Study to Determine the Efficacy of 100mg Twice Daily Oral Dosing of Midostaurin Administered to Patients with Aggressive Systemic Mastocytosis or Mast Cell Leukemia with or without an Associated Hematological Clonal Non-Mast Cell Lineage Disease	midostaurin	CPKC412D2201	Mastocytosis	Phase 2	https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=17203	https://www.clinicaltrials.gov/ct2/show/NCT782067?term=CPKC412d2201&rank=1	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-000280-42	Y	Y	Y	Y	Y	Y	Y		1-Nov-2019
20173	GSK	An open-label, randomised, single-dose, two-period cross-over study to evaluate bioequivalence of SKF101804 Cefixime 200 mg/5 mL suspension versus Cefixime 200 mg/5 mL suspension reference product in healthy adult participants under fasting conditions	cefixime	205731	Infections, Bacterial	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=205731	http://clinicaltrials.gov/show/NCT03408392		N	Y	Y	Y	Y	Y	N	An analysis-ready dataset and a reporting and analysis plan are not available for this study.	1-Nov-2019
20174	GSK	A 29-day, randomized, double-blinded, placebo-controlled, parallel-group, multi-center study to evaluate the efficacy, safety and pharmacokinetics of three-times weekly dosing of GSK1278863 in hemodialysis-dependent subjects with anemia associated with chronic kidney disease who are switched from a stable dose of an erythropoiesis-stimulating agent	daprodustat	204836	Anaemia	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=204836	http://clinicaltrials.gov/show/NCT02689206	https://www.clinicaltrialsregister.eu/ctr-search/search?query=/2015-004790-32	Y	Y	Y	Y	Y	Y	Y	This study is available in CDISC format.	1-Nov-2019
20175	GSK	An eight-week double-blind study comparing the effects of 20 mg of paroxetine to 150 mg of Wellbutrin SR in patients with Major Depressive Disorder	bupropion; paroxetine	WELL AK140016	Depressive Disorder, Major	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=AK140016			N	N	N	Y	Y	Y	Y	An analysis-ready dataset and an annotated and a blank case report form are not available for this study. A clinical study report is not available for this study because there is no evidence in the archives that a document was authored. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Nov-2019
20187	Novartis	A phase II, multicenter, single-arm study of oral LDK378 in crizotinib naive adult patients with ALK-activated non-small cell lung cancer	ceritinib	CLDK378A2203	Non-small cell lung carcinoma (NSCLC)	Phase 2	https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=17324	https://www.clinicaltrials.gov/ct2/show/NCT1685138?term=CLDK378A2203&rank=1	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2012-003474-36	Y	Y	Y	Y	Y	Y	Y		1-Dec-2019
20188	Novartis	An open-label, phase II (Proof of Concept) trial of PKC412 monotherapy in patients with acute myeloid leukemia (AML) and patients with high risk myelodysplastic syndrome (MDS).	midostaurin	CPKC412A2104E1	Myelodysplastic syndrome (MDS)	Phase 2	https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=8663	https://www.clinicaltrials.gov/ct2/show/NCT45942?term=CPKC412A2104&rank=1		Y	Y	Y	Y	Y	Y	Y		1-Dec-2019
20189	Astellas	A randomized, double-blind, factorial, parallel-group, active and placebo-controlled, multicenter dose-ranging study to evaluate the efficacy, safety and tolerability of six dose combinations of Solifenacin Succinate and Mirabegron compared to Mirabegron and Solifenacin Succinate monotherapies in the treatment of overactive bladder	mirabegron	178-CL-100	Urinary Bladder, Overactive	Phase 2	https://www.clinicaltrials.astellas.com/study/?pid=178-CL-100	https://clinicaltrials.gov/ct2/show/NCT01340027	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2010-020601-32	Y	Y	Y	Y	Y	Y	Y		1-Jan-2020
20259	Astellas	A randomized, double-blind, parallel-group, active-controlled, multicenter study to evaluate the long-term safety and efficacy of combination of Solifenacin Succinate with Mirabegron compared to Solifenacin Succinate and Mirabegron monotherapy in patients with overactive bladder	mirabegron	178-CL-102	Urinary Bladder, Overactive	Phase 3	https://www.clinicaltrials.astellas.com/study/?pid=178-CL-102	https://clinicaltrials.gov/ct2/show/NCT02045862	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2012-005736-29	Y	Y	Y	Y	Y	Y	Y		1-Jan-2020
20260	Astellas	A Phase II, Open-Label, Multi-Center Study to Compare the Pharmacokinetics of Tacrolimus in Stable Pediatric Allograft Recipients Converted from a Prograf® Based Immunosuppressive Regimen to a Tacrolimus Prolonged Release, Advagraf® Based Immunosuppressive Regimen, Including a Long-Term Follow-Up	tacrolimus extended-release	PMR-EC-1206	Prevention of rejection after organ transplant	Phase 2	https://www.clinicaltrials.astellas.com/study/?pid=PMR-EC-1206	https://clinicaltrials.gov/ct2/show/NCT01294020	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2010-020925-42	Y	Y	Y	Y	Y	Y	Y		1-Jan-2020
20261	Astellas	A Phase 2a, Randomized, Double-blind, Placebo- and Naproxen-controlled, Parallel-group Study to Assess the Analgesic Efficacy of ASP7962 in Patients with Pain Due to Osteoarthritis of the Knee	ASP7962	7962-CL-0022	Osteoarthritis	Phase 2	https://www.clinicaltrials.astellas.com/study/?pid=7962-CL-0022	https://clinicaltrials.gov/ct2/show/NCT02611466	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2014-004996-22	Y	Y	Y	Y	Y	Y	Y		1-Jan-2020
20262	Astellas	An Open-Label, Randomized Phase 3 Efficacy Study of ASP8273 vs. Erlotinib or Gefitinib in First-line Treatment of Patients with Stage IIIB/IV Non-small Cell Lung Cancer Tumors with EGFR Activating Mutations	naquotinib mesilate	8273-CL-0302	Non-small cell lung cancer	Phase 3	https://www.clinicaltrials.astellas.com/study/?pid=8273-CL-0302	https://clinicaltrials.gov/ct2/show/NCT02588261	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2015-002894-39	Y	Y	Y	Y	Y	Y	Y		1-Jan-2020
20264	Novartis	A 52-week, multicenter, randomized, double-blind study of subcutaneous secukinumab to demonstrate efficacy as assessed by Psoriasis Area and Severity Index at 16 weeks of treatment compared to ustekinumab and to assess long-term safety, tolerability and efficacy in subjects with moderate to severe plaque psoriasis (CLEAR)	secukinumab	CAIN457A2317	Psoriasis	Phase 3	https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=16409	https://www.clinicaltrials.gov/ct2/show/NCT2074982?term=CAIN457A2317&rank=1	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2013-003434-32	Y	Y	Y	Y	Y	Y	Y		1-Jan-2020
20265	Novartis	A 52-week, randomized, double-blind study of secukinumab (300 mg) compared to ustekinumab in subjects with moderate to severe plaque psoriasis	secukinumab	CAIN457A2326	Psoriasis	Phase 3	https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=17439	https://www.clinicaltrials.gov/ct2/show/NCT2826603?term=CAIN457A2326&rank=1	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2015-002898-37	Y	Y	Y	Y	Y	Y	Y		1-Jan-2020
20266	Novartis	A randomized, double-blind, placebo-controlled, multicenter study to demonstrate the efficacy at 16 weeks of secukinumab 150 and 300 mg s.c. and to assess safety, tolerability and long-term efficacy up to 132 weeks in subjects with moderate to severe palmoplantar psoriasis	secukinumab	CAIN457A2312	Psoriasis, Palmoplantar	Phase 3	https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=16828	https://www.clinicaltrials.gov/ct2/show/NCT1806597?term=CAIN457A2312&rank=1	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2012-005412-25	Y	Y	Y	Y	Y	Y	Y		1-Jan-2020
20267	Novartis	A randomized, double-blind, placebo-controlled, multicenter, study to demonstrate the efficacy at 16 weeks of secukinumab 150 and 300 mg s.c. and to assess safety, tolerability and long-term efficacy up to 132 weeks in subjects with moderate to severe nail psoriasis	secukinumab	CAIN457A2313	Psoriasis, nail	Phase 3	https://www.novctrd.com/ctrdweb/trialresult/trialresults/pdf?trialResultId=16951	https://www.clinicaltrials.gov/ct2/show/NCT1807520?term=CAIN457A2313&rank=1	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2012-005413-40	Y	Y	Y	Y	Y	Y	Y		1-Jan-2020
20269	Astellas	A phase IIIb randomized study of intermittent versus continuous androgen deprivation therapy using ELIGARD 22.5 mg 3-month depot in patients with relapsing or locally advanced prostate cancer who are responsive to such therapy	leuprorelin acetate	EGD-EC-003	Prostate Cancer	Phase 3	https://www.clinicaltrials.astellas.com/study/?pid=EGD-EC-003	https://clinicaltrials.gov/ct2/show/NCT00378690		Y	N	Y	Y	Y	Y	N		1-Jan-2020
20270	Astellas	An Open-Label, Long-Term Extension, Multi-center, Sequential Dose Titration Study to Assess Safety and Efficacy of Solifenacin Succinate Suspension in Pediatric Subjects with Overactive Bladder (OAB)	solifenacin succinate	905-CL-077	Urinary Bladder, Overactive	Phase 3	https://www.clinicaltrials.astellas.com/study/?pid=905-CL-077	https://clinicaltrials.gov/ct2/show/NCT01655069	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2011-002047-10	Y	Y	Y	Y	Y	Y	Y		1-Jan-2020
20271	Astellas	A randomized, double-blind, parallel-group, placebo- and active- controlled, multicenter study to evaluate the efficacy, safety and tolerability of combinations of Solifenacin Succinate and Mirabegron compared to Solifenacin Succinate and Mirabegron monotherapy in the treatment of overactive bladder	mirabegron	178-CL-101	Urinary Bladder, Overactive	Phase 3	https://www.clinicaltrials.astellas.com/study/?pid=178-CL-101	https://clinicaltrials.gov/ct2/show/NCT01972841	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2012-005735-91	Y	Y	Y	Y	Y	Y	Y		1-Jan-2020
20272	Astellas	A Phase 4, Double-Blind, Randomized, Placebo-Controlled, Parallel Group, Multi-Center, Study to Evaluate the Efficacy, Safety, and Tolerability of Mirabegron in Older Adult Subjects with Overactive Bladder (OAB)	mirabegron	178-MA-1005	Urinary Bladder, Overactive	Phase 4	https://www.clinicaltrials.astellas.com/study/?pid=178-MA-1005	https://clinicaltrials.gov/ct2/show/NCT02216214		Y	Y	Y	Y	Y	Y	Y		1-Jan-2020
20273	ViiV	An evaluation of bone mineral density in HIV-1-infected adult subjects switching from a tenofovir-containing antiretroviral therapy regimen to a dolutegravir plus rilpivirine regimen	dolutegravir	202094	Infection, Human Immunodeficiency Virus	Phase 3	http://www.viiv-clinicalstudyregister.com/study/202094	http://clinicaltrials.gov/show/NCT02478632		Y	Y	Y	Y	Y	Y	Y	This is a sub-study of 201636 and 201637. This study is available in CDISC format.	1-Jan-2020
20274	GSK	A Phase 1, Randomized, Observer-Blind, Dosage-Escalation Study to Evaluate the Safety and Immunogenicity of an Aluminium Hydroxide/LHD153R Adjuvanted Meningococcal C-CRM197 Conjugate Vaccine Compared to Aluminium Hydroxide Adjuvanted Meningococcal C-CRM197 Conjugate Vaccine in Healthy Adults (18-45 years of age).	GSK3536834A	205496	Infections, Meningococcal	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=205496	http://clinicaltrials.gov/show/NCT02639351	https://www.clinicaltrialsregister.eu/ctr-search/search?query=/2014-002430-31	Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided.	1-Jan-2020
20275	GSK	Immunogenicity and safety study of GSK Biologicals’ dTpa vaccine, Boostrix™ (263855) in pregnant women	Combined Reduced Antigen Content Diphtheria, Tetanus, Acellular Pertussis Vaccine	116945	Diphtheria; Tetanus; Acellular pertussis	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=116945	http://clinicaltrials.gov/show/NCT02377349	https://www.clinicaltrialsregister.eu/ctr-search/search?query=/2014-001119-38	Y	Y	Y	Y	Y	Y	Y	Follow-on studies 201330 and 201334 were conducted.	1-Jan-2020
20276	GSK	Immunogenicity and safety study of GSK Biologicals’ combined diphtheria-tetanus-acellular pertussis-hepatitis B-inactivated polio-virus and Haemophilus influenzae type b vaccine (Infanrix hexa™) (217744) in healthy infants born to mothers vaccinated with Boostrix™ during pregnancy or immediately post-delivery	SB217744	201330	Diphtheria; Tetanus; Acellular pertussis; Hepatitis B; Poliomyelitis; Haemophilus influenzae type b	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=201330	http://clinicaltrials.gov/show/NCT02422264	https://www.clinicaltrialsregister.eu/ctr-search/search?query=/2014-001117-41	Y	Y	Y	Y	Y	Y	Y	This is a follow-up study to 116945.	1-Jan-2020
20277	GSK	A 24-week treatment, multi-center, randomized, double-blind, double-dummy, parallel group study to compare Umeclidinium/Vilanterol, Umeclidinium, and Salmeterol in subjects with chronic obstructive pulmonary disease (COPD)	umeclidinium bromide/vilanterol	201749	Pulmonary Disease, Chronic Obstructive	Phase 4	https://www.gsk-studyregister.com/en/trial-details/?id=201749	http://clinicaltrials.gov/show/NCT03034915	https://www.clinicaltrialsregister.eu/ctr-search/search?query=/2016-002513-22	Y	Y	Y	Y	Y	Y	Y	There is a Publication Steering Committee for this study. This study is available in CDISC format.	1-Jan-2020
20278	GSK	An open-label study in healthy male subjects, to determine the excretion balance and pharmacokinetics of [14C]-GSK2269557, administered as a single intravenous microtracer (concomitant with an inhaled non-radiolabelled dose) and a single oral dose	nemiralisib	206764	Pulmonary Disease, Chronic Obstructive	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=206764	http://clinicaltrials.gov/show/NCT03315559	https://www.clinicaltrialsregister.eu/ctr-search/search?query=/2017-002347-16	Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided. This study is available in CDISC format.	1-Jan-2020
20279	GSK	A Multicentre, Open-Label, Long-Term, Safety and Tolerability Study of Retigabine Immediate Release (IR) in Adults with Partial-Onset Seizures (Extension of Study RGB113905)	retigabine, ezogabine	RTG113413	Epilepsy	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=113413	http://clinicaltrials.gov/show/NCT01336621	https://www.clinicaltrialsregister.eu/ctr-search/search?query=/2010-022777-34	Y	Y	Y	Y	Y	Y	Y	This is a follow-up study to RGB113905.	1-Jan-2020
20280	GSK	A Multicentre, Open-label, Long-term, Safety, Tolerability, and Efficacy Study of Retigabine Immediate-release (IR) in Asian Adults with Partial Onset Seizures (Extension of Study RTG114855)	retigabine, ezogabine	RTG114873	Epilepsy	Phase 3	https://www.gsk-studyregister.com/en/trial-details/?id=114873	http://clinicaltrials.gov/show/NCT01777139		Y	N	Y	Y	Y	Y	Y	This is a follow-up study to RTG114855. An annotated case report form is not available for this study. A blank case report form will be provided. This study is available in CDISC format.	1-Jan-2020
20281	GSK	A Phase 2a, Multicenter, Randomized, Adaptive, Open-label, Dose ranging study to evaluate the antiviral effect, safety, tolerability and pharmacokinetics of Cobicistat-boosted GSK2838232 monotherapy over 10 days in HIV-1 infected treatment-naive adults	GSK2838232	200911	Infection, Human Immunodeficiency Virus	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=200911	http://clinicaltrials.gov/show/NCT03045861		Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided. This study is available in CDISC format.	1-Jan-2020
